name,overview,first_air_date,rating,vote_count,review
Hi! School - Love On,"High school may be tough, but Woo Hyun has a guardian angel looking over him — literally. Disguised as a naive high schooler, Lee Seul Bi descends from the heavens to protect Woo Hyun's life, but discovers she's got a thing or two to learn about life as a teenager, including the pains of falling in love. Can this cherubic guardian protect the apple of her eye and also manage to survive high school?",2014-07-11,7.9,409,No reviews
Bewitched,"Samantha Stephens is a seemingly normal suburban housewife who also happens to be a genuine witch, with all the requisite magical powers. Her husband Darrin insists that Samantha keep her witchcraft under wraps, but situations invariably require her to indulge her powers while keeping her bothersome mother Endora at bay.",1964-09-17,7.9,703,No reviews
Maya and the Three,A spirited princess with the heart of a warrior embarks on a mission to fulfill an ancient prophecy and save humanity from the wrath of vengeful gods.,2021-10-22,7.9,320,No reviews
Pennyworth: The Origin of Batman's Butler,"The origin story of Bruce Wayne's legendary butler, Alfred Pennyworth, a former British SAS soldier who forms a security company in 1960s London and goes to work with young billionaire Thomas Wayne and his wife Martha, before they become Bruce Wayne’s parents.",2019-07-28,7.9,356,No reviews
Luther,"A dark psychological crime drama starring Idris Elba as Luther, a man struggling with his own terrible demons, who might be as dangerous as the depraved murderers he hunts.",2010-05-04,7.9,1114,No reviews
The Snitch Cartel: Origins,"In Cali during the '60s and '70s, two brothers juggle family, romance and the joint pursuit of a burning ambition: to rule Colombia's drug industry.",2021-07-28,7.9,323,No reviews
Arnold,"This intimate docuseries follows Arnold Schwarzenegger's multifaceted life and career, from bodybuilding champ to Hollywood icon to politician.",2023-06-07,7.9,223,No reviews
Ecomoda,"Betty and Armando face new challenges as leaders of Ecomoda, a company in crisis. Between rivalries, betrayals, and the return of the unforgettable ""Ugly Quarters,"" they must balance their family life while fighting to save the company's future.",2001-08-24,7.9,1079,No reviews
Personal Taste,"Jin-ho Jeon is a very stylish young man with the perfect looks. Jin-ho has also some faults which include being self-centered and obsession with cleanliness. Jin-ho Jeon then comes across Gae-in Park, a woman hurt by love and is now looking for a gay roommate/friend. Jin-ho wanting to live with the woman, then pretends to be a gay male.",2010-03-31,7.9,519,"Core part of the plot was the male lead pretending to be gay as described in the synopsis, however, I'm not sure if this was intentional or not but naming the female lead 'Gae In' was seriously tripping as it was pronounced very similarly to how the characters saying the word gay. Anyway, the drama "
Mayor of Kingstown,"In a small Michigan town where the business of incarceration is the only thriving industry, the McClusky family are the power brokers between the police, criminals, inmates, prison guards and politicians in a city completely dependent on prisons and the prisoners they contain.",2021-11-14,7.9,517,No reviews
The Venture Bros.,"Hank and Dean Venture, with their father Doctor Venture and faithful bodyguard Brock Samson, go on wild adventures facing megalomaniacs, zombies, and suspicious ninjas, all for the glory of adventure. Or something like that.",2004-08-07,7.9,219,No reviews
Boruto: Naruto Next Generations,"The life of the shinobi is beginning to change. Boruto Uzumaki, son of Seventh Hokage Naruto Uzumaki, has enrolled in the Ninja Academy to learn the ways of the ninja. Now, as a series of mysterious events unfolds, Boruto’s story is about to begin!",2017-04-05,7.852,2447,No reviews
Upload,"In 2033, people who are near death can be “uploaded” into virtual reality hotels run by 6 tech firms. Cash-strapped Nora lives in Brooklyn and works customer service for the luxurious “Lakeview” digital afterlife. When L.A. party-boy/coder Nathan’s self-driving car crashes, his high-maintenance girlfriend uploads him permanently into Nora’s VR world.",2020-04-30,7.849,1302,No reviews
Castlevania: Nocturne,"As revolution sweeps France, Richter Belmont fights to uphold his family's legacy and prevent the rise of a ruthless, power-hungry vampire ruler.",2023-09-28,7.8,226,"""I was going to say something witty, but f*** it""

I liked the first Castlevania series. While it wasn&#39;t perfect, it did grow on me and had some amazing animations and memorable characters. This new series though, fails at all that, but works as a great sleeping pill.

First off, the obvious"
Dash & Lily,Opposites attract at Christmas as cynical Dash and sunny Lily trade messages and dares in a red notebook they pass back and forth around New York City.,2020-11-10,7.8,324,"Don't know why this wasn't a film!

But it was entertaining though. Makes me want to have Christmas (and New Year's Eve) in New York!"
Death March to the Parallel World Rhapsody,"29-year-old programmer Suzuki Ichirou finds himself transported into a fantasy RPG. Within the game, he's a 15-year-old named Satou. At first he thinks he's dreaming, but his experiences seem very real. Due to a powerful ability he possesses with limited use, he ends up wiping out an army of lizard men and becomes a high leveled adventurer. Satou decides to hide his level, and plans to live peacefully and meet new people. However, developments in the game's story, such as the return of a demon king, may cause a nuisance to Satou's plans.",2018-01-11,7.8,257,Honestly one of the worst Isekai anime's I've ever watched. The world is incredibly generic. The protagonist is an airhead. The supporting case (ie: harem) are one-dimensional. There's no clear plot direction. It's an example of what *not* to do for an Isekai.
Locked Up: The Oasis,"After a few years dedicating themselves to robbing jewelers, banks and casinos, it is time for Macarena and Zulema to separate.",2020-04-20,7.847,1998,No reviews
Love & Death,Candy and Pat Montgomery and Betty and Allan Gore — two churchgoing couples — enjoy their small town Texas life... until an extramarital affair leads somebody to pick up an axe.,2023-04-27,7.8,390,No reviews
Genesis,"The story of the first 2,300 years of humanity and recounts events exclusively from that period. The plot begins by giving us a greater understanding of why we exist and how we turned from perfection to imperfection. The origin of all social and racial problems is there at the beginning of everything, when via one decision a human being who only knew good and enjoyed it so much also chose to know evil.",2021-01-19,7.8,226,No reviews
Danger Force,Captain Man has a new crew of superhero sidekicks - Danger Force. Captain Man and Schwoz create a fake school to train the kids to harness their uncontrollable superpowers to fight crime.,2020-03-28,7.8,278,No reviews
